,Стоимость,Модель,Год выпуска,Город,Пробег,Объём двигателя,Тип топлива,Тип подачи топлива,Тактность,Коробка передач
12261,715000 ₽,Kove 500X Euro5, 2025,Томск,-,500 куб. см.,бензин,инжектор,4-тактный,механика
12262,715000 ₽,Yamaha XJR 1300, 2011,Иркутск,27 126 км,1300 куб. см.,бензин,-,4-тактный,механика
12263,715000 ₽,Suzuki V-Strom 650, 2013,Владивосток,16 517 км,650 куб. см.,бензин,-,4-тактный,-
12264,715000 ₽,Yamaha XV950, 2014,Сургут,16 500 км,950 куб. см.,бензин,инжектор,4-тактный,механика
12265,715000 ₽,Yamaha MT-07A, 2015,Владивосток,13 949 км,700 куб. см.,бензин,-,4-тактный,-
12266,715000 ₽,Honda CB 1100, 2012,Иркутск,26 889 км,1100 куб. см.,бензин,-,4-тактный,механика
12267,715000 ₽,Kawasaki Ninja 1000, 2011,Хабаровск,18 880 км,1000 куб. см.,бензин,инжектор,-,-
12268,715000 ₽,Honda VT 750, 2012,Красноярск,19 000 км,750 куб. см.,бензин,инжектор,4-тактный,механика
12269,715000 ₽,Honda CB 1100, 2011,Иркутск,26 548 км,1140 куб. см.,бензин,-,4-тактный,механика
12270,715410 ₽,CFMoto 650 GT, 2022,Улан-Удэ,-,650 куб. см.,бензин,-,4-тактный,-
12271,718000 ₽,Yamaha XVS 950 Bolt, 2017,Владивосток,31 633 км,950 куб. см.,бензин,инжектор,4-тактный,механика
12272,718000 ₽,Royal Enfield Continental GT 650, 2025,Новосибирск,-,648 куб. см.,бензин,-,4-тактный,механика
12273,718000 ₽,Royal Enfield Continental GT 650, 2024,Красноярск,-,646 куб. см.,бензин,-,4-тактный,-
12274,718000 ₽,Royal Enfield Continental GT 650, 2024,Новосибирск,-,648 куб. см.,бензин,инжектор,4-тактный,механика
12275,719000 ₽,BMW F 700 GS, 2015,Новосибирск,-,800 куб. см.,-,-,-,механика
12276,719000 ₽,Royal Enfield Bear 650, 2025,Новосибирск,-,648 куб. см.,бензин,-,4-тактный,механика
12277,720000 ₽,Honda VFR 800F, 2014,Минск,14 700 км,800 куб. см.,бензин,-,4-тактный,-
12278,720000 ₽,Honda CBR 1100XX, 1998,Воронеж,14 000 км,1137 куб. см.,бензин,-,4-тактный,-
12279,720000 ₽,Honda CBR 600RR, 2009,Хабаровск,38 000 км,600 куб. см.,бензин,-,4-тактный,-
12280,720000 ₽,BMW K 1200 GT, 2007,Кировский,55 000 км,1200 куб. см.,бензин,-,4-тактный,-
12281,720000 ₽,Harley-Davidson Dyna Switchback FLD, 2012,Артём,73 712 км,1580 куб. см.,-,-,-,-
12282,720000 ₽,Kawasaki 1400 GTR, 2010,Омск,48 000 км,1400 куб. см.,бензин,-,4-тактный,-
12283,720000 ₽,Yamaha MT-09, 2016,Владивосток,18 000 км,850 куб. см.,бензин,-,4-тактный,-
12284,720000 ₽,Kawasaki Z 650, 2020,Томск,25 166 км,650 куб. см.,бензин,-,4-тактный,-
12285,720000 ₽,Honda CBR 1000RR Fireblade, 2006,Благовещенск,32 000 км,1000 куб. см.,бензин,-,4-тактный,-
12286,720000 ₽,Suzuki GSX-R, 2007,Зея,35 000 км,600 куб. см.,бензин,-,4-тактный,-
12287,720000 ₽,Triumph Bonneville T100, 2010,Иркутск,10 559 км,865 куб. см.,бензин,-,4-тактный,механика
12288,720000 ₽,Yamaha XVS 1300, 2007,Екатеринбург,42 000 км,1300 куб. см.,-,инжектор,-,-
12289,720000 ₽,Ducati Scrambler, 2015,Хабаровск,15 000 км,800 куб. см.,бензин,-,2-тактный,-
12290,720000 ₽,BMW R 1200 GS, 2004,Красноярск,57 000 км,1200 куб. см.,бензин,инжектор,4-тактный,механика
12291,720000 ₽,Yamaha WR 250R, 2007,Артём,25 614 км,250 куб. см.,бензин,-,4-тактный,-
12292,720000 ₽,Yamaha SZR660, 2010,Большой Камень,29 000 км,599 куб. см.,бензин,инжектор,4-тактный,механика
12293,720000 ₽,KTM 300 EXC Six Days, 2019,Южно-Сахалинск,183 км,300 куб. см.,бензин,-,2-тактный,-
12294,720000 ₽,Honda Shadow Phantom, 2011,Чита,47 273 км,750 куб. см.,бензин,-,4-тактный,-
12295,720000 ₽,Yamaha FJR 1300A, 2006,Находка,17 517 км,1300 куб. см.,бензин,инжектор,4-тактный,механика
12296,720000 ₽,BMW R 1200 GS, 2005,Новосибирск,49 853 км,1200 куб. см.,бензин,инжектор,4-тактный,механика
12297,720000 ₽,Kawasaki Ninja 650R, 2015,Благовещенск,24 780 км,650 куб. см.,бензин,инжектор,4-тактный,механика
12298,720000 ₽,Kawasaki VN Vulcan 900 Classic, 2022,Москва,1 650 км,900 куб. см.,бензин,инжектор,4-тактный,механика
12299,720000 ₽,Yamaha MT-09, 2015,Хабаровск,20 000 км,900 куб. см.,бензин,инжектор,4-тактный,механика
12300,720000 ₽,Yamaha MT-09, 2014,Япония<!-- --> <!-- -->→<!-- --> <!-- -->Новосибирск,9 154 км,849 куб. см.,-,инжектор,-,-
12301,720000 ₽,Honda Shadow 750, 2015,Владивосток,27 648 км,750 куб. см.,бензин,инжектор,4-тактный,механика
12302,720000 ₽,Yamaha XV950, 2014,Владивосток,13 088 км,950 куб. см.,бензин,-,4-тактный,-
12303,720000 ₽,Harley-Davidson Road King FLHR, 2003,Артём,53 047 км,1450 куб. см.,-,-,-,механика
12304,720000 ₽,Kawasaki Ninja 650, 2017,Омск,9 400 км,649 куб. см.,бензин,инжектор,4-тактный,механика
12305,720000 ₽,Yamaha MT-09, 2014,Новосибирск,18 740 км,849 куб. см.,бензин,-,-,-
12306,720000 ₽,Harley-Davidson Softail Deluxe, 2006,Владивосток,50 000 км,1500 куб. см.,бензин,инжектор,4-тактный,механика
12307,720000 ₽,Yamaha MT-09, 2015,Красноярск,16 000 км,850 куб. см.,бензин,-,-,-
12308,720000 ₽,Benda Chinchilla 500, 2024,Новосибирск,-,475 куб. см.,бензин,инжектор,4-тактный,механика
12309,720000 ₽,Suzuki V-Strom, 2016,Омск,30 000 км,1000 куб. см.,бензин,-,4-тактный,-
12310,720000 ₽,Benda Chinchilla 500, 2024,Новосибирск,-,500 куб. см.,бензин,-,4-тактный,-
12311,720000 ₽,Kawasaki Ninja ZX-10R, 2006,Чемал,26 000 км,1000 куб. см.,бензин,инжектор,4-тактный,механика
12312,720000 ₽,Kawasaki Z 800, 2013,Севастополь,45 675 км,113 куб. см.,бензин,-,-,-
12313,720000 ₽,Gaokin GK 500 М11, 2024,Кемерово,-,500 куб. см.,бензин,-,4-тактный,-
12314,720000 ₽,Suzuki GSX 1400, 2003,Новосибирск,64 057 км,1400 куб. см.,бензин,инжектор,4-тактный,механика
12315,720000 ₽,Honda NC 700XD, 2013,Владивосток,7 000 км,700 куб. см.,бензин,-,4-тактный,-
12316,720000 ₽,Honda VFR 800X Crossrunner, 2011,Омск,-,800 куб. см.,-,-,-,-
12317,720000 ₽,Yamaha MT-07, 2016,Иркутск,5 000 км,689 куб. см.,бензин,-,-,автомат
12318,720000 ₽,Benda Chinchilla 500, 2024,Новосибирск,-,500 куб. см.,бензин,-,4-тактный,-
12319,720000 ₽,Honda NC 750XA, 2016,Владивосток,16 000 км,750 куб. см.,бензин,инжектор,4-тактный,механика
12320,720000 ₽,BMW F 800 R, 2015,Иркутск,22 148 км,800 куб. см.,бензин,-,4-тактный,-
12321,720000 ₽,Yamaha YZ 250X, 2019,Уссурийск,-,250 куб. см.,бензин,карбюратор,2-тактный,механика
12322,720000 ₽,Gaokin GK 500 М11D, 2024,Новосибирск,-,500 куб. см.,бензин,инжектор,4-тактный,механика
12323,720000 ₽,Honda NC 700X, 2013,Ялта,22 000 км,670 куб. см.,бензин,инжектор,-,автомат
12324,720000 ₽,Honda XL 1000V Varadero, 2004,Иркутск,26 494 км,1000 куб. см.,-,-,-,механика
12325,720000 ₽,Yamaha MT-07, 2016,Чита,28 000 км,700 куб. см.,бензин,-,4-тактный,-
12326,720000 ₽,KTM 300 EXC Six Days, 2020,Владивосток,280 км,300 куб. см.,бензин,инжектор,2-тактный,механика
12327,720000 ₽,Suzuki GSX-R 600, 2009,Минск,12 910 км,600 куб. см.,бензин,-,4-тактный,механика
12328,720000 ₽,Ducati 848, 2010,Альметьевск,19 500 км,848 куб. см.,бензин,инжектор,4-тактный,механика
12329,720000 ₽,Suzuki GSX-R 1000, 2003,Новосибирск,38 000 км,1000 куб. см.,бензин,инжектор,4-тактный,механика
12330,720000 ₽,Suzuki V-Strom 650, 2013,Новосибирск,31 372 км,650 куб. см.,бензин,-,4-тактный,-
12331,720000 ₽,BMW C 650 GT, 2016,Владивосток,22 487 км,650 куб. см.,бензин,инжектор,4-тактный,автомат
12332,720000 ₽,Yamaha MT-09, 2014,Владивосток,20 389 км,850 куб. см.,бензин,инжектор,4-тактный,механика
12333,720000 ₽,Yamaha XT 250, 2019,Новосибирск,1 175 км,250 куб. см.,бензин,-,4-тактный,-
12334,720000 ₽,Harley-Davidson Street Rod, 2017,Каменск-Шахтинский,9 500 км,750 куб. см.,бензин,-,4-тактный,-
12335,720007 ₽,Honda VTX 1800, 2002,Япония<!-- --> <!-- -->→<!-- --> <!-- -->Владивосток,27 000 км,1800 куб. см.,бензин,инжектор,4-тактный,механика
12336,721098 ₽,Ducati Streetfighter S, 2009,Сургут,36 343 км,1098 куб. см.,бензин,-,4-тактный,-
12337,722000 ₽,Harley-Davidson Street 750 XG750, 2017,Владивосток,2 619 км,750 куб. см.,бензин,-,4-тактный,механика
12338,723000 ₽,Royal Enfield Shotgun 650, 2024,Новосибирск,-,650 куб. см.,бензин,-,4-тактный,-
12339,723000 ₽,Royal Enfield Shotgun 650, 2024,Новосибирск,-,650 куб. см.,бензин,инжектор,4-тактный,механика
12340,723000 ₽,Yamaha XVS 950 Bolt, 2015,Владивосток,11 092 км,950 куб. см.,бензин,инжектор,4-тактный,механика
12341,724000 ₽,Honda CRF 250L, 2023,Владивосток,-,250 куб. см.,бензин,-,4-тактный,-
12342,724000 ₽,Kawasaki Ninja 1000, 2012,Владивосток,23 316 км,1000 куб. см.,бензин,инжектор,4-тактный,автомат
12343,725000 ₽,Honda CMX 500 Rebel, 2019,Хабаровск,4 111 км,500 куб. см.,бензин,-,4-тактный,-
12344,725000 ₽,Honda VT 1300CS, 2010,Владивосток,37 868 км,1300 куб. см.,бензин,инжектор,4-тактный,механика
12345,725000 ₽,Harley-Davidson Heritage Softail Classic FLSTCI, 2005,Владивосток,52 435 км,1450 куб. см.,бензин,инжектор,4-тактный,механика
12346,725000 ₽,Honda CRF 250L, 2023,Уссурийск,-,250 куб. см.,бензин,-,4-тактный,-
12347,725000 ₽,Kawasaki Z 800, 2014,Иркутск,21 293 км,800 куб. см.,бензин,-,4-тактный,механика
12348,725000 ₽,Honda VFR 800F, 2016,Хабаровск,95 996 км,800 куб. см.,бензин,инжектор,4-тактный,механика
12349,725000 ₽,Honda CMX 500 Rebel, 2018,Хабаровск,8 520 км,500 куб. см.,бензин,инжектор,4-тактный,механика
12350,725000 ₽,Honda NC 750S, 2016,Владивосток,22 000 км,750 куб. см.,бензин,инжектор,4-тактный,автомат
12351,725000 ₽,Honda VFR 800F, 2014,Уссурийск,-,800 куб. см.,бензин,-,4-тактный,-
12352,725000 ₽,Yamaha YZF-R1, 2004,Уссурийск,-,1000 куб. см.,бензин,инжектор,4-тактный,механика
12353,725000 ₽,Yamaha MT-07, 2021,Япония<!-- --> <!-- -->→<!-- --> <!-- -->Владивосток,17 629 км,700 куб. см.,бензин,инжектор,4-тактный,механика
12354,725000 ₽,Yamaha MT-07A, 2017,Владивосток,23 849 км,700 куб. см.,бензин,-,4-тактный,-
12355,725000 ₽,Harley-Davidson Heritage Softail Classic FLSTCI, 2005,Улан-Удэ,23 500 км,1450 куб. см.,бензин,-,4-тактный,-
12356,725000 ₽,Honda NC 750SA, 2016,Иркутск,25 178 км,750 куб. см.,-,-,-,механика
12357,725000 ₽,Yamaha MT-07A, 2020,Япония<!-- --> <!-- -->→<!-- --> <!-- -->Новосибирск,5 740 км,700 куб. см.,-,инжектор,-,-
12358,725000 ₽,Honda CBR 650F, 2018,Уссурийск,-,650 куб. см.,бензин,-,4-тактный,-
12359,726000 ₽,Honda CRF 250 Rally, 2020,Новосибирск,603 км,250 куб. см.,бензин,инжектор,4-тактный,механика
12360,726000 ₽,Harley-Davidson Harley-Davidson, 2023,Красноярск,-,350 куб. см.,бензин,-,4-тактный,механика
12361,727000 ₽,Royal Enfield Continental GT 650, 2024,Новосибирск,-,650 куб. см.,бензин,-,4-тактный,-
12362,728000 ₽,Royal Enfield Bear 650, 2025,Новосибирск,-,648 куб. см.,бензин,инжектор,4-тактный,механика
12363,728000 ₽,Royal Enfield Bear 650, 2025,Новосибирск,-,648 куб. см.,бензин,инжектор,4-тактный,механика
12364,728000 ₽,Royal Enfield Bear 650, 2025,Новосибирск,-,648 куб. см.,бензин,-,4-тактный,механика
12365,729000 ₽,Yamaha MT-07A, 2015,Новосибирск,16 824 км,700 куб. см.,бензин,-,4-тактный,-
12366,729000 ₽,Ducati Multistrada 1200 S, 2014,Новосибирск,-,1200 куб. см.,-,-,-,механика
12367,729000 ₽,Suzuki V-Strom 650, 2015,Петропавловск-Камчатский,24 400 км,650 куб. см.,бензин,инжектор,4-тактный,механика
12368,729900 ₽,KTM 390 Duke, 2024,Новосибирск,-,399 куб. см.,бензин,-,4-тактный,-
12369,730000 ₽,Suzuki GSX S750, 2021,Владивосток,15 380 км,750 куб. см.,бензин,инжектор,4-тактный,механика
12370,730000 ₽,Honda CB 1100, 2011,Севастополь,41 500 км,1140 куб. см.,бензин,инжектор,4-тактный,механика
12371,730000 ₽,Honda Valkyrie, 2000,Хабаровск,21 567 км,1500 куб. см.,бензин,-,4-тактный,-
12372,730000 ₽,Yamaha XVS 950 Bolt, 2014,Ангарск,17 000 км,950 куб. см.,бензин,-,4-тактный,-
12373,730000 ₽,BMW F 800 R, 2015,Владивосток,10 000 км,800 куб. см.,бензин,-,4-тактный,-
12374,730000 ₽,Suzuki GSX 1300R Hayabusa, 2000,Новосибирск,30 173 км,1300 куб. см.,бензин,инжектор,4-тактный,механика
12375,730000 ₽,Ducati Monster 1100 Evo, 2012,Хабаровск,18 176 км,1100 куб. см.,бензин,-,4-тактный,-
12376,730000 ₽,Benda Napoleon 500, 2024,Новосибирск,-,500 куб. см.,бензин,-,4-тактный,-
12377,730000 ₽,Honda CBR 600RR, 2005,Новосибирск,24 000 км,600 куб. см.,бензин,инжектор,4-тактный,-
12378,730000 ₽,Honda CBR 1000RR Fireblade, 2006,Иркутск,29 373 км,1000 куб. см.,-,-,-,-
12379,730000 ₽,Suzuki GSX S750, 2019,Владивосток,32 288 км,750 куб. см.,бензин,инжектор,4-тактный,механика
12380,730000 ₽,Honda NC 750XA, 2018,Владивосток,27 934 км,750 куб. см.,бензин,-,4-тактный,-
12381,730000 ₽,Yamaha MT-07A, 2015,Москва,24 000 км,700 куб. см.,бензин,инжектор,4-тактный,механика
12382,730000 ₽,Yamaha FZ 1, 2013,Япония<!-- --> <!-- -->→<!-- --> <!-- -->Иркутск,16 639 км,1000 куб. см.,бензин,инжектор,4-тактный,механика
12383,730000 ₽,Honda CBR 400R, 2018,Анапа,24 000 км,400 куб. см.,бензин,инжектор,4-тактный,механика
12384,730000 ₽,Kawasaki Z 900, 2017,Хабаровск,34 000 км,948 куб. см.,бензин,-,4-тактный,-
12385,730000 ₽,Yamaha MT-07A, 2015,Хабаровск,10 439 км,689 куб. см.,бензин,-,4-тактный,-
12386,730000 ₽,Honda VFR 800F, 2015,Уссурийск,-,800 куб. см.,бензин,-,4-тактный,-
12387,730000 ₽,Honda CBR 1000RR Fireblade, 2009,Владивосток,37 169 км,1000 куб. см.,бензин,инжектор,4-тактный,механика
12388,730000 ₽,Kawasaki VN Vulcan 1600, 2005,Ленинск-Кузнецкий,40 150 км,1600 куб. см.,бензин,инжектор,4-тактный,механика
12389,730000 ₽,Suzuki SV 650, 2023,Владивосток,2 300 км,645 куб. см.,бензин,-,4-тактный,механика
12390,730000 ₽,BMW F 700 GS, 2016,Красноярск,33 000 км,800 куб. см.,бензин,инжектор,4-тактный,механика
12391,730000 ₽,Yamaha MT-09, 2016,Владивосток,38 000 км,850 куб. см.,-,-,4-тактный,механика
12392,730000 ₽,Yamaha MT-07, 2014,Хабаровск,19 488 км,689 куб. см.,бензин,инжектор,4-тактный,механика
12393,730000 ₽,Honda CBR 600RR, 2009,Уссурийск,19 139 км,599 куб. см.,бензин,инжектор,4-тактный,механика
12394,730000 ₽,Yamaha YZ 250FX, 2020,Спасск-Дальний,-,250 куб. см.,бензин,-,4-тактный,механика
12395,730000 ₽,Yamaha YZF 1000, 2007,Артём,-,1000 куб. см.,бензин,-,4-тактный,-
12396,730000 ₽,Kawasaki Ninja 1000, 2012,Москва,19 603 км,1000 куб. см.,бензин,инжектор,4-тактный,механика
12397,730000 ₽,Honda NC 700X, 2013,Новосибирск,12 131 км,700 куб. см.,бензин,инжектор,4-тактный,механика
12398,730000 ₽,Yamaha MT-09 Tracer, 2016,Уссурийск,-,850 куб. см.,бензин,-,4-тактный,-
12399,730000 ₽,Yamaha FJR 1300, 2005,Чита,43 700 км,1300 куб. см.,бензин,-,4-тактный,-
12400,730000 ₽,Yamaha MT-07A, 2015,Омск,15 000 км,700 куб. см.,бензин,-,4-тактный,-
12401,730000 ₽,Honda VT 1300, 2010,Артём,54 629 км,1300 куб. см.,-,-,-,механика
12402,730000 ₽,Yamaha FZ 1, 2009,Владивосток,13 171 км,1000 куб. см.,бензин,-,4-тактный,-
12403,730000 ₽,Kawasaki 1400 GTR, 2007,Иркутск,31 092 км,1400 куб. см.,бензин,-,4-тактный,механика
12404,730000 ₽,Gaokin GK 500 М11, 2024,Новосибирск,-,500 куб. см.,бензин,инжектор,4-тактный,механика
12405,730000 ₽,Triumph Street Triple, 2018,Владивосток,30 000 км,765 куб. см.,бензин,инжектор,4-тактный,механика
12406,730000 ₽,KTM 690 Supermoto R, 2022,Япония<!-- --> <!-- -->→<!-- --> <!-- -->Владивосток,6 000 км,690 куб. см.,бензин,инжектор,4-тактный,механика
12407,730000 ₽,Yamaha MT-07A, 2014,Хабаровск,14 995 км,689 куб. см.,бензин,-,4-тактный,-
12408,730000 ₽,BMW F 700 GS, 2014,Красноярск,8 000 км,800 куб. см.,бензин,инжектор,4-тактный,механика
12409,730000 ₽,Voge 525DSX ADV, 2023,Сочи,1 км,525 куб. см.,бензин,инжектор,4-тактный,механика
12410,730000 ₽,Husqvarna TE 250i, 2021,Чита,4 000 км,250 куб. см.,бензин,инжектор,2-тактный,механика
12411,730000 ₽,Kawasaki Ninja 650, 2015,Анапа,28 000 км,650 куб. см.,бензин,-,4-тактный,-
12412,730000 ₽,Honda Valkyrie, 2000,Хабаровск,41 704 км,1500 куб. см.,бензин,карбюратор,4-тактный,механика
12413,730000 ₽,Kawasaki Ninja 650, 2017,Владивосток,7 038 км,650 куб. см.,бензин,-,4-тактный,-
12414,732000 ₽,Royal Enfield Continental GT 650, 2024,Новосибирск,-,650 куб. см.,бензин,-,4-тактный,-
12415,732000 ₽,Royal Enfield Continental GT 650, 2025,Красноярск,-,650 куб. см.,бензин,инжектор,4-тактный,механика
12416,732000 ₽,Royal Enfield Continental GT 650, 2024,Новосибирск,-,650 куб. см.,бензин,-,4-тактный,механика
12417,732000 ₽,Royal Enfield Shotgun 650, 2024,Новосибирск,-,648 куб. см.,бензин,-,4-тактный,-
12418,733000 ₽,Honda VT 750, 2019,Минск,475 км,750 куб. см.,бензин,-,4-тактный,-
12419,733533 ₽,Yamaha YZF-R6, 2008,Краснодар,26 500 км,600 куб. см.,бензин,-,4-тактный,-
12420,734900 ₽,CFMoto 450 CL-C, 2025,Иркутск,-,450 куб. см.,бензин,инжектор,4-тактный,механика
12421,734900 ₽,CFMoto 450 CL-C, 2024,Иркутск,-,449 куб. см.,бензин,инжектор,4-тактный,механика
12422,735000 ₽,Honda CRF 250R, 2023,Хабаровск,1 600 км,250 куб. см.,бензин,-,4-тактный,-
12423,735000 ₽,Yamaha XSR700, 2020,Владивосток,25 748 км,700 куб. см.,бензин,-,4-тактный,механика
12424,735000 ₽,Honda CB 650F, 2014,Красноярск,14 000 км,650 куб. см.,бензин,инжектор,4-тактный,механика
12425,735000 ₽,Ducati Scrambler, 2020,Владивосток,10 000 км,800 куб. см.,бензин,инжектор,4-тактный,механика
12426,735000 ₽,Ducati Scrambler, 2017,Владивосток,8 533 км,803 куб. см.,бензин,инжектор,4-тактный,механика
12427,735000 ₽,Yamaha MT-09, 2014,Иркутск,15 000 км,900 куб. см.,бензин,-,-,-
12428,735000 ₽,Kawasaki Versys 650, 2011,Бердск,21 173 км,649 куб. см.,бензин,инжектор,4-тактный,механика
12429,735000 ₽,Harley-Davidson Sportster 1200 Low XL1200L, 2009,Владивосток,23 010 км,1200 куб. см.,бензин,-,4-тактный,механика
12430,735000 ₽,Yamaha XVS 950 Bolt, 2017,Владивосток,15 113 км,950 куб. см.,-,инжектор,4-тактный,механика
12431,735000 ₽,Honda CMX 500 Rebel, 2019,Иркутск,5 858 км,500 куб. см.,-,-,-,-
12432,735000 ₽,Honda CBR 1000RR Fireblade, 2007,Иркутск,42 455 км,1000 куб. см.,-,-,-,механика
12433,735000 ₽,Kawasaki Vulcan S, 2015,Иркутск,33 358 км,650 куб. см.,-,-,-,-
12434,735000 ₽,Honda CRF 250, 2023,Уссурийск,3 600 км,250 куб. см.,бензин,инжектор,4-тактный,механика
12435,735000 ₽,Kawasaki Ninja 650, 2017,Прокопьевск,28 000 км,650 куб. см.,бензин,-,4-тактный,-
12436,735000 ₽,Triumph Rocket III, 2006,Красноярск,34 999 км,2300 куб. см.,бензин,-,4-тактный,-
12437,735000 ₽,Honda CBR 400R, 2022,Абакан,24 000 км,400 куб. см.,бензин,инжектор,4-тактный,механика
12438,735000 ₽,Suzuki GSR 750A, 2016,Новокузнецк,22 500 км,750 куб. см.,бензин,инжектор,4-тактный,механика
12439,735000 ₽,Yamaha MT-09 Tracer, 2015,Владивосток,23 000 км,850 куб. см.,бензин,-,4-тактный,-
12440,735000 ₽,Kawasaki Z 1000SX, 2011,Владивосток,15 688 км,1000 куб. см.,бензин,инжектор,4-тактный,механика
12441,735000 ₽,Kawasaki Ninja ZX-6R, 2009,Иркутск,17 931 км,600 куб. см.,-,-,-,-
12442,735000 ₽,Honda CMX 500 Rebel, 2022,Москва,5 000 км,500 куб. см.,бензин,инжектор,4-тактный,механика
12443,735000 ₽,Yamaha FZ 1, 2010,Москва,26 000 км,999 куб. см.,бензин,инжектор,4-тактный,механика
12444,735000 ₽,Honda CRF 250L, 2023,Иркутск,-,250 куб. см.,бензин,-,4-тактный,-
12445,735000 ₽,Honda CBR 600RR, 2009,Иркутск,15 607 км,600 куб. см.,-,-,-,механика
12446,735000 ₽,Yamaha MT-07, 2018,Владивосток,1 813 км,750 куб. см.,бензин,инжектор,4-тактный,механика
12447,737000 ₽,Honda CMX 500 Rebel, 2019,Барнаул,14 300 км,470 куб. см.,бензин,инжектор,4-тактный,механика
12448,737000 ₽,Royal Enfield Continental GT 650, 2025,Новосибирск,-,648 куб. см.,бензин,инжектор,4-тактный,механика
12449,737000 ₽,Royal Enfield Continental GT 650, 2024,Новосибирск,-,650 куб. см.,бензин,-,4-тактный,-
12450,737500 ₽,Honda NC 750XA, 2017,Хабаровск,29 212 км,750 куб. см.,бензин,-,4-тактный,-
12451,737500 ₽,Kawasaki Z 1000, 2012,Хабаровск,23 726 км,1000 куб. см.,бензин,-,4-тактный,-
12452,738000 ₽,Royal Enfield Bear 650, 2025,Новосибирск,-,648 куб. см.,бензин,инжектор,4-тактный,механика
12453,739500 ₽,Husqvarna FE 350, 2022,Новосибирск,150 км,350 куб. см.,бензин,-,4-тактный,механика
12454,739900 ₽,CFMoto 650 MT, 2024,Бийск,-,650 куб. см.,бензин,-,4-тактный,-
12455,740000 ₽,Yamaha MT-07, 2017,Новосибирск,14 000 км,698 куб. см.,бензин,-,-,-
12456,740000 ₽,Kawasaki Ninja 400, 2022,Санкт-Петербург,14 582 км,400 куб. см.,бензин,инжектор,-,механика
12457,740000 ₽,MV Agusta MV Agusta, 2016,Владивосток,11 118 км,798 куб. см.,бензин,инжектор,4-тактный,механика
12458,740000 ₽,Kawasaki Ninja 1000SX, 2012,Юрга,-,1043 куб. см.,бензин,инжектор,4-тактный,механика
12459,740000 ₽,Suzuki GSR 750, 2017,Владивосток,14 000 км,750 куб. см.,бензин,-,4-тактный,-
12460,740000 ₽,Yamaha Star Bolt R-Spec, 2014,Япония<!-- --> <!-- -->→<!-- --> <!-- -->Владивосток,4 013 км,950 куб. см.,бензин,инжектор,4-тактный,механика
12461,740000 ₽,Yamaha MT-09, 2014,Москва,17 395 км,850 куб. см.,бензин,инжектор,-,-
12462,740000 ₽,Honda CBR 600RR, 2009,Якутск,17 000 км,599 куб. см.,бензин,инжектор,4-тактный,механика
12463,740000 ₽,Yamaha MT-07, 2014,Хабаровск,6 495 км,700 куб. см.,бензин,-,4-тактный,-
12464,740000 ₽,KTM 690 Duke, 2017,Иркутск,3 163 км,690 куб. см.,-,-,-,механика
12465,740000 ₽,Yamaha FJR 1300A, 2006,Находка,54 052 км,1300 куб. см.,бензин,инжектор,4-тактный,механика
12466,740000 ₽,KTM 350 EXC-F Six Days, 2019,Чита,6 500 км,350 куб. см.,бензин,-,4-тактный,механика
12467,740000 ₽,Yamaha FZ1, 2012,Хабаровск,11 500 км,998 куб. см.,бензин,-,4-тактный,-
12468,740000 ₽,Honda CBR 1000RR Fireblade, 2006,Япония<!-- --> <!-- -->→<!-- --> <!-- -->Иркутск,7 692 км,1000 куб. см.,бензин,инжектор,4-тактный,механика
12469,740000 ₽,BMW F 800 R, 2015,Япония<!-- --> <!-- -->→<!-- --> <!-- -->Иркутск,19 847 км,800 куб. см.,бензин,инжектор,4-тактный,механика
12470,740000 ₽,Suzuki GSX-R 1000, 2007,Москва,43 000 км,999 куб. см.,бензин,инжектор,4-тактный,механика
12471,740000 ₽,Yamaha MT-09, 2015,Хабаровск,22 000 км,850 куб. см.,бензин,инжектор,4-тактный,механика
12472,740000 ₽,Kawasaki Ninja 1000, 2011,Япония<!-- --> <!-- -->→<!-- --> <!-- -->Иркутск,25 000 км,1000 куб. см.,бензин,инжектор,4-тактный,механика
12473,740000 ₽,Yamaha MT-07A, 2017,Петропавловск-Камчатский,30 000 км,700 куб. см.,бензин,-,4-тактный,-
12474,740000 ₽,Honda NC 750XD, 2017,Владивосток,35 000 км,750 куб. см.,бензин,инжектор,4-тактный,автомат
12475,740000 ₽,Honda NC 700XD, 2013,Владивосток,7 285 км,700 куб. см.,бензин,инжектор,4-тактный,автомат
12476,740000 ₽,Kawasaki 1400GTR, 2007,Сочи,67 000 км,1400 куб. см.,бензин,инжектор,4-тактный,механика
12477,740000 ₽,Honda CBR 650F, 2015,Летник,25 000 км,650 куб. см.,бензин,-,4-тактный,-
12478,740000 ₽,Kawasaki Z 1000, 2014,Владивосток,25 000 км,1000 куб. см.,бензин,инжектор,4-тактный,механика
12479,740000 ₽,Yamaha MT-09, 2014,Находка,11 437 км,900 куб. см.,бензин,-,4-тактный,-
12480,740000 ₽,Kawasaki Ninja 1000, 2012,Владивосток,20 658 км,1000 куб. см.,бензин,инжектор,4-тактный,механика
12481,740000 ₽,Kawasaki Ninja 650, 2018,Владивосток,14 500 км,650 куб. см.,бензин,-,4-тактный,-
12482,740000 ₽,Honda CBR 400R, 2020,Новосибирск,14 700 км,400 куб. см.,бензин,инжектор,4-тактный,механика
12483,740000 ₽,BMW R 1200 R, 2010,Новороссийск,37 000 км,1200 куб. см.,бензин,инжектор,4-тактный,механика
